날짜,요일,날씨,기온,강수mm,행사중여부,공휴일여부,신메뉴여부,품목,구분,수요,판매수량,매진여부,매진시각,비고_시나리오
2025-09-27,토,맑음,23.4,0.0,True,False,False,크루아상,완제품,39,38,True,19:00,할인행사
2025-09-27,토,맑음,23.4,0.0,True,False,False,뉴욕 치즈 케이크,완제품,15,15,False,,할인행사
2025-09-27,토,맑음,23.4,0.0,True,False,False,카페 라테,판매음료,81,81,False,,할인행사
2025-09-27,토,맑음,23.4,0.0,True,False,False,아메리카노,판매음료,97,97,False,,할인행사
2025-09-27,토,맑음,23.4,0.0,True,False,False,카페 모카,판매음료,35,35,False,,할인행사
2025-09-27,토,맑음,23.4,0.0,True,False,False,그린 티 라테,판매음료,26,26,False,,할인행사
2025-09-28,일,맑음,19.2,0.0,False,False,False,치킨 토마토 치즈 샌드위치,완제품,21,21,False,,정상
2025-09-28,일,맑음,19.2,0.0,False,False,False,단호박 에그 샌드위치,완제품,18,18,False,,정상
2025-09-28,일,맑음,19.2,0.0,False,False,False,크루아상,완제품,31,31,False,,정상
2025-09-28,일,맑음,19.2,0.0,False,False,False,뉴욕 치즈 케이크,완제품,12,6,True,11:00,정상
2025-09-28,일,맑음,19.2,0.0,False,False,False,카페 라테,판매음료,60,60,False,,정상
2025-09-28,일,맑음,19.2,0.0,False,False,False,아메리카노,판매음료,76,76,False,,정상
2025-09-28,일,맑음,19.2,0.0,False,False,False,카페 모카,판매음료,25,25,False,,정상
2025-09-28,일,맑음,19.2,0.0,False,False,False,그린 티 라테,판매음료,19,19,False,,정상
2025-09-29,월,맑음,23.8,0.0,False,False,False,치킨 토마토 치즈 샌드위치,완제품,17,17,False,,정상
2025-09-29,월,맑음,23.8,0.0,False,False,False,단호박 에그 샌드위치,완제품,13,13,False,,정상
2025-09-29,월,맑음,23.8,0.0,False,False,False,크루아상,완제품,24,24,False,,정상
2025-09-29,월,맑음,23.8,0.0,False,False,False,뉴욕 치즈 케이크,완제품,9,9,False,,정상
2025-09-29,월,맑음,23.8,0.0,False,False,False,카페 라테,판매음료,45,45,False,,정상
2025-09-29,월,맑음,23.8,0.0,False,False,False,아메리카노,판매음료,57,57,False,,정상
2025-09-29,월,맑음,23.8,0.0,False,False,False,카페 모카,판매음료,22,22,False,,정상
2025-09-29,월,맑음,23.8,0.0,False,False,False,그린 티 라테,판매음료,15,15,False,,정상
2025-09-30,화,맑음,23.9,0.0,False,False,False,치킨 토마토 치즈 샌드위치,완제품,17,17,False,,정상
2025-09-30,화,맑음,23.9,0.0,False,False,False,단호박 에그 샌드위치,완제품,14,14,False,,정상
2025-09-30,화,맑음,23.9,0.0,False,False,False,크루아상,완제품,26,26,False,,정상
2025-09-30,화,맑음,23.9,0.0,False,False,False,뉴욕 치즈 케이크,완제품,9,9,False,,정상
2025-09-30,화,맑음,23.9,0.0,False,False,False,카페 라테,판매음료,48,48,False,,정상
2025-09-30,화,맑음,23.9,0.0,False,False,False,아메리카노,판매음료,61,61,False,,정상
2025-09-30,화,맑음,23.9,0.0,False,False,False,카페 모카,판매음료,22,22,False,,정상
2025-09-30,화,맑음,23.9,0.0,False,False,False,그린 티 라테,판매음료,17,17,False,,정상
2025-10-01,수,맑음,14.9,0.0,False,False,False,치킨 토마토 치즈 샌드위치,완제품,18,18,False,,정상
2025-10-01,수,맑음,14.9,0.0,False,False,False,단호박 에그 샌드위치,완제품,13,13,False,,정상
2025-10-01,수,맑음,14.9,0.0,False,False,False,크루아상,완제품,25,25,False,,정상
2025-10-01,수,맑음,14.9,0.0,False,False,False,뉴욕 치즈 케이크,완제품,9,9,False,,정상
2025-10-01,수,맑음,14.9,0.0,False,False,False,카페 라테,판매음료,40,40,False,,정상
2025-10-01,수,맑음,14.9,0.0,False,False,False,아메리카노,판매음료,51,51,False,,정상
2025-10-01,수,맑음,14.9,0.0,False,False,False,카페 모카,판매음료,19,19,False,,정상
2025-10-01,수,맑음,14.9,0.0,False,False,False,그린 티 라테,판매음료,14,14,False,,정상
2025-10-02,목,맑음,18.4,0.0,False,False,False,치킨 토마토 치즈 샌드위치,완제품,18,18,False,,정상
2025-10-02,목,맑음,18.4,0.0,False,False,False,단호박 에그 샌드위치,완제품,14,14,False,,정상
2025-10-02,목,맑음,18.4,0.0,False,False,False,크루아상,완제품,24,24,False,,정상
2025-10-02,목,맑음,18.4,0.0,False,False,False,뉴욕 치즈 케이크,완제품,9,9,False,,정상
2025-10-02,목,맑음,18.4,0.0,False,False,False,카페 라테,판매음료,41,41,False,,정상
2025-10-02,목,맑음,18.4,0.0,False,False,False,아메리카노,판매음료,54,54,False,,정상
2025-10-02,목,맑음,18.4,0.0,False,False,False,카페 모카,판매음료,19,19,False,,정상
2025-10-02,목,맑음,18.4,0.0,False,False,False,그린 티 라테,판매음료,14,14,False,,정상
2025-10-03,금,흐림,17.7,0.0,False,True,False,치킨 토마토 치즈 샌드위치,완제품,20,20,False,,공휴일
2025-10-03,금,흐림,17.7,0.0,False,True,False,단호박 에그 샌드위치,완제품,16,16,False,,공휴일
2025-10-03,금,흐림,17.7,0.0,False,True,False,크루아상,완제품,26,26,False,,공휴일
2025-10-03,금,흐림,17.7,0.0,False,True,False,뉴욕 치즈 케이크,완제품,10,10,False,,공휴일
2025-10-03,금,흐림,17.7,0.0,False,True,False,카페 라테,판매음료,49,49,False,,공휴일
2025-10-03,금,흐림,17.7,0.0,False,True,False,아메리카노,판매음료,61,61,False,,공휴일
2025-10-03,금,흐림,17.7,0.0,False,True,False,카페 모카,판매음료,23,23,False,,공휴일
2025-10-03,금,흐림,17.7,0.0,False,True,False,그린 티 라테,판매음료,16,16,False,,공휴일
2025-10-04,토,맑음,18.6,0.0,False,False,False,치킨 토마토 치즈 샌드위치,완제품,25,25,False,,정상
2025-10-04,토,맑음,18.6,0.0,False,False,False,단호박 에그 샌드위치,완제품,19,19,False,,정상
2025-10-04,토,맑음,18.6,0.0,False,False,False,크루아상,완제품,33,33,False,,정상
2025-10-04,토,맑음,18.6,0.0,False,False,False,뉴욕 치즈 케이크,완제품,12,12,False,,정상
2025-10-04,토,맑음,18.6,0.0,False,False,False,카페 라테,판매음료,59,59,False,,정상
2025-10-04,토,맑음,18.6,0.0,False,False,False,아메리카노,판매음료,71,71,False,,정상
2025-10-04,토,맑음,18.6,0.0,False,False,False,카페 모카,판매음료,26,26,False,,정상
2025-10-04,토,맑음,18.6,0.0,False,False,False,그린 티 라테,판매음료,19,19,False,,정상
2025-10-05,일,맑음,14.7,0.0,False,False,False,치킨 토마토 치즈 샌드위치,완제품,23,23,False,,정상
2025-10-05,일,맑음,14.7,0.0,False,False,False,단호박 에그 샌드위치,완제품,17,17,False,,정상
2025-10-05,일,맑음,14.7,0.0,False,False,False,크루아상,완제품,31,31,False,,정상
2025-10-05,일,맑음,14.7,0.0,False,False,False,뉴욕 치즈 케이크,완제품,11,11,False,,정상
2025-10-05,일,맑음,14.7,0.0,False,False,False,카페 라테,판매음료,56,56,False,,정상
2025-10-05,일,맑음,14.7,0.0,False,False,False,아메리카노,판매음료,68,68,False,,정상
2025-10-05,일,맑음,14.7,0.0,False,False,False,카페 모카,판매음료,24,24,False,,정상
2025-10-05,일,맑음,14.7,0.0,False,False,False,그린 티 라테,판매음료,18,18,False,,정상
2025-10-06,월,맑음,15.3,0.0,False,False,False,치킨 토마토 치즈 샌드위치,완제품,17,17,False,,정상
2025-10-06,월,맑음,15.3,0.0,False,False,False,단호박 에그 샌드위치,완제품,13,13,False,,정상
2025-10-06,월,맑음,15.3,0.0,False,False,False,크루아상,완제품,26,26,False,,정상
2025-10-06,월,맑음,15.3,0.0,False,False,False,뉴욕 치즈 케이크,완제품,9,7,True,14:00,정상
2025-10-06,월,맑음,15.3,0.0,False,False,False,카페 라테,판매음료,43,43,False,,정상
2025-10-06,월,맑음,15.3,0.0,False,False,False,아메리카노,판매음료,54,54,False,,정상
2025-10-06,월,맑음,15.3,0.0,False,False,False,카페 모카,판매음료,19,19,False,,정상
2025-10-06,월,맑음,15.3,0.0,False,False,False,그린 티 라테,판매음료,15,15,False,,정상
2025-10-07,화,비,16.9,12.9,False,False,False,치킨 토마토 치즈 샌드위치,완제품,13,13,False,,정상
2025-10-07,화,비,16.9,12.9,False,False,False,단호박 에그 샌드위치,완제품,11,11,False,,정상
2025-10-07,화,비,16.9,12.9,False,False,False,크루아상,완제품,17,17,False,,정상
2025-10-07,화,비,16.9,12.9,False,False,False,뉴욕 치즈 케이크,완제품,7,7,False,,정상
2025-10-07,화,비,16.9,12.9,False,False,False,카페 라테,판매음료,33,33,False,,정상
2025-10-07,화,비,16.9,12.9,False,False,False,아메리카노,판매음료,40,40,False,,정상
2025-10-07,화,비,16.9,12.9,False,False,False,카페 모카,판매음료,14,14,False,,정상
2025-10-07,화,비,16.9,12.9,False,False,False,그린 티 라테,판매음료,11,11,False,,정상
2025-10-08,수,흐림,14.8,0.0,False,False,False,치킨 토마토 치즈 샌드위치,완제품,16,16,False,,정상
2025-10-08,수,흐림,14.8,0.0,False,False,False,단호박 에그 샌드위치,완제품,12,12,False,,정상
2025-10-08,수,흐림,14.8,0.0,False,False,False,크루아상,완제품,21,21,False,,정상
2025-10-08,수,흐림,14.8,0.0,False,False,False,뉴욕 치즈 케이크,완제품,8,8,False,,정상
2025-10-08,수,흐림,14.8,0.0,False,False,False,카페 라테,판매음료,39,39,False,,정상
2025-10-08,수,흐림,14.8,0.0,False,False,False,아메리카노,판매음료,48,48,False,,정상
2025-10-08,수,흐림,14.8,0.0,False,False,False,카페 모카,판매음료,18,18,False,,정상
2025-10-08,수,흐림,14.8,0.0,False,False,False,그린 티 라테,판매음료,13,13,False,,정상
2025-10-09,목,맑음,18.1,0.0,False,True,False,치킨 토마토 치즈 샌드위치,완제품,22,22,False,,공휴일
2025-10-09,목,맑음,18.1,0.0,False,True,False,단호박 에그 샌드위치,완제품,15,15,False,,공휴일
2025-10-09,목,맑음,18.1,0.0,False,True,False,크루아상,완제품,28,28,False,,공휴일
2025-10-09,목,맑음,18.1,0.0,False,True,False,뉴욕 치즈 케이크,완제품,10,10,False,,공휴일
2025-10-09,목,맑음,18.1,0.0,False,True,False,카페 라테,판매음료,47,47,False,,공휴일
2025-10-09,목,맑음,18.1,0.0,False,True,False,아메리카노,판매음료,60,60,False,,공휴일
2025-10-09,목,맑음,18.1,0.0,False,True,False,카페 모카,판매음료,21,21,False,,공휴일
2025-10-09,목,맑음,18.1,0.0,False,True,False,그린 티 라테,판매음료,17,17,False,,공휴일
2025-10-10,금,맑음,12.7,0.0,False,False,False,치킨 토마토 치즈 샌드위치,완제품,18,18,False,,정상
2025-10-10,금,맑음,12.7,0.0,False,False,False,단호박 에그 샌드위치,완제품,14,14,False,,정상
2025-10-10,금,맑음,12.7,0.0,False,False,False,크루아상,완제품,26,26,False,,정상
2025-10-10,금,맑음,12.7,0.0,False,False,False,뉴욕 치즈 케이크,완제품,9,9,False,,정상
2025-10-10,금,맑음,12.7,0.0,False,False,False,카페 라테,판매음료,46,46,False,,정상
2025-10-10,금,맑음,12.7,0.0,False,False,False,아메리카노,판매음료,58,58,False,,정상
2025-10-10,금,맑음,12.7,0.0,False,False,False,카페 모카,판매음료,19,19,False,,정상
2025-10-10,금,맑음,12.7,0.0,False,False,False,그린 티 라테,판매음료,16,16,False,,정상
2025-10-11,토,비,14.3,6.0,False,False,False,치킨 토마토 치즈 샌드위치,완제품,17,17,False,,정상
2025-10-11,토,비,14.3,6.0,False,False,False,단호박 에그 샌드위치,완제품,14,14,False,,정상
2025-10-11,토,비,14.3,6.0,False,False,False,크루아상,완제품,26,26,False,,정상
2025-10-11,토,비,14.3,6.0,False,False,False,뉴욕 치즈 케이크,완제품,9,9,False,,정상
2025-10-11,토,비,14.3,6.0,False,False,False,카페 라테,판매음료,41,41,False,,정상
2025-10-11,토,비,14.3,6.0,False,False,False,아메리카노,판매음료,52,52,False,,정상
2025-10-11,토,비,14.3,6.0,False,False,False,카페 모카,판매음료,18,18,False,,정상
2025-10-11,토,비,14.3,6.0,False,False,False,그린 티 라테,판매음료,15,15,False,,정상
2025-10-12,일,맑음,15.3,0.0,False,False,False,치킨 토마토 치즈 샌드위치,완제품,23,23,False,,정상
2025-10-12,일,맑음,15.3,0.0,False,False,False,단호박 에그 샌드위치,완제품,18,18,False,,정상
2025-10-12,일,맑음,15.3,0.0,False,False,False,크루아상,완제품,32,32,False,,정상
2025-10-12,일,맑음,15.3,0.0,False,False,False,뉴욕 치즈 케이크,완제품,12,12,False,,정상
2025-10-12,일,맑음,15.3,0.0,False,False,False,카페 라테,판매음료,51,51,False,,정상
2025-10-12,일,맑음,15.3,0.0,False,False,False,아메리카노,판매음료,66,66,False,,정상
2025-10-12,일,맑음,15.3,0.0,False,False,False,카페 모카,판매음료,25,25,False,,정상
2025-10-12,일,맑음,15.3,0.0,False,False,False,그린 티 라테,판매음료,17,17,False,,정상
2025-10-13,월,맑음,20.1,0.0,False,False,False,치킨 토마토 치즈 샌드위치,완제품,17,17,False,,정상
2025-10-13,월,맑음,20.1,0.0,False,False,False,단호박 에그 샌드위치,완제품,14,14,False,,정상
2025-10-13,월,맑음,20.1,0.0,False,False,False,크루아상,완제품,25,25,False,,정상
2025-10-13,월,맑음,20.1,0.0,False,False,False,뉴욕 치즈 케이크,완제품,9,9,False,,정상
2025-10-13,월,맑음,20.1,0.0,False,False,False,카페 라테,판매음료,41,41,False,,정상
2025-10-13,월,맑음,20.1,0.0,False,False,False,아메리카노,판매음료,55,55,False,,정상
2025-10-13,월,맑음,20.1,0.0,False,False,False,카페 모카,판매음료,20,20,False,,정상
2025-10-13,월,맑음,20.1,0.0,False,False,False,그린 티 라테,판매음료,14,14,False,,정상
2025-10-14,화,비,13.5,13.7,False,False,False,치킨 토마토 치즈 샌드위치,완제품,14,14,False,,정상
2025-10-14,화,비,13.5,13.7,False,False,False,단호박 에그 샌드위치,완제품,9,9,False,,정상
2025-10-14,화,비,13.5,13.7,False,False,False,크루아상,완제품,19,19,False,,정상
2025-10-14,화,비,13.5,13.7,False,False,False,뉴욕 치즈 케이크,완제품,7,7,False,,정상
2025-10-14,화,비,13.5,13.7,False,False,False,카페 라테,판매음료,34,34,False,,정상
2025-10-14,화,비,13.5,13.7,False,False,False,아메리카노,판매음료,42,42,False,,정상
2025-10-14,화,비,13.5,13.7,False,False,False,카페 모카,판매음료,15,15,False,,정상
2025-10-14,화,비,13.5,13.7,False,False,False,그린 티 라테,판매음료,12,12,False,,정상
2025-10-15,수,흐림,19.7,0.0,False,False,False,치킨 토마토 치즈 샌드위치,완제품,17,17,False,,정상
2025-10-15,수,흐림,19.7,0.0,False,False,False,단호박 에그 샌드위치,완제품,12,12,False,,정상
2025-10-15,수,흐림,19.7,0.0,False,False,False,크루아상,완제품,23,23,False,,정상
2025-10-15,수,흐림,19.7,0.0,False,False,False,뉴욕 치즈 케이크,완제품,8,8,False,,정상
2025-10-15,수,흐림,19.7,0.0,False,False,False,카페 라테,판매음료,40,40,False,,정상
2025-10-15,수,흐림,19.7,0.0,False,False,False,아메리카노,판매음료,48,48,False,,정상
2025-10-15,수,흐림,19.7,0.0,False,False,False,카페 모카,판매음료,18,18,False,,정상
2025-10-15,수,흐림,19.7,0.0,False,False,False,그린 티 라테,판매음료,13,13,False,,정상
2025-10-16,목,맑음,13.8,0.0,False,False,False,치킨 토마토 치즈 샌드위치,완제품,19,19,False,,정상
2025-10-16,목,맑음,13.8,0.0,False,False,False,단호박 에그 샌드위치,완제품,14,14,False,,정상
2025-10-16,목,맑음,13.8,0.0,False,False,False,크루아상,완제품,26,26,False,,정상
2025-10-16,목,맑음,13.8,0.0,False,False,False,뉴욕 치즈 케이크,완제품,9,9,False,,정상
2025-10-16,목,맑음,13.8,0.0,False,False,False,카페 라테,판매음료,45,45,False,,정상
2025-10-16,목,맑음,13.8,0.0,False,False,False,아메리카노,판매음료,56,56,False,,정상
2025-10-16,목,맑음,13.8,0.0,False,False,False,카페 모카,판매음료,20,20,False,,정상
2025-10-16,목,맑음,13.8,0.0,False,False,False,그린 티 라테,판매음료,15,15,False,,정상
2025-10-17,금,흐림,14.3,0.0,False,False,False,치킨 토마토 치즈 샌드위치,완제품,19,19,False,,정상
2025-10-17,금,흐림,14.3,0.0,False,False,False,단호박 에그 샌드위치,완제품,13,13,False,,정상
2025-10-17,금,흐림,14.3,0.0,False,False,False,크루아상,완제품,24,24,False,,정상
2025-10-17,금,흐림,14.3,0.0,False,False,False,뉴욕 치즈 케이크,완제품,10,10,False,,정상
2025-10-17,금,흐림,14.3,0.0,False,False,False,카페 라테,판매음료,42,42,False,,정상
2025-10-17,금,흐림,14.3,0.0,False,False,False,아메리카노,판매음료,53,53,False,,정상
2025-10-17,금,흐림,14.3,0.0,False,False,False,카페 모카,판매음료,20,20,False,,정상
2025-10-17,금,흐림,14.3,0.0,False,False,False,그린 티 라테,판매음료,14,14,False,,정상
2025-10-18,토,맑음,16.0,0.0,False,False,False,치킨 토마토 치즈 샌드위치,완제품,23,23,False,,정상
2025-10-18,토,맑음,16.0,0.0,False,False,False,단호박 에그 샌드위치,완제품,18,18,False,,정상
2025-10-18,토,맑음,16.0,0.0,False,False,False,크루아상,완제품,33,33,False,,정상
2025-10-18,토,맑음,16.0,0.0,False,False,False,뉴욕 치즈 케이크,완제품,13,13,False,,정상
2025-10-18,토,맑음,16.0,0.0,False,False,False,카페 라테,판매음료,54,54,False,,정상
2025-10-18,토,맑음,16.0,0.0,False,False,False,아메리카노,판매음료,68,68,False,,정상
2025-10-18,토,맑음,16.0,0.0,False,False,False,카페 모카,판매음료,27,27,False,,정상
2025-10-18,토,맑음,16.0,0.0,False,False,False,그린 티 라테,판매음료,19,19,False,,정상
2025-10-19,일,맑음,14.0,0.0,False,False,False,치킨 토마토 치즈 샌드위치,완제품,24,24,False,,정상
2025-10-19,일,맑음,14.0,0.0,False,False,False,단호박 에그 샌드위치,완제품,17,17,False,,정상
2025-10-19,일,맑음,14.0,0.0,False,False,False,크루아상,완제품,32,32,False,,정상
2025-10-19,일,맑음,14.0,0.0,False,False,False,뉴욕 치즈 케이크,완제품,11,11,False,,정상
2025-10-19,일,맑음,14.0,0.0,False,False,False,카페 라테,판매음료,57,57,False,,정상
2025-10-19,일,맑음,14.0,0.0,False,False,False,아메리카노,판매음료,67,67,False,,정상
2025-10-19,일,맑음,14.0,0.0,False,False,False,카페 모카,판매음료,24,24,False,,정상
2025-10-19,일,맑음,14.0,0.0,False,False,False,그린 티 라테,판매음료,17,17,False,,정상
2025-10-20,월,흐림,21.4,0.0,False,False,False,치킨 토마토 치즈 샌드위치,완제품,18,18,False,,정상
2025-10-20,월,흐림,21.4,0.0,False,False,False,단호박 에그 샌드위치,완제품,13,13,False,,정상
2025-10-20,월,흐림,21.4,0.0,False,False,False,크루아상,완제품,24,24,False,,정상
2025-10-20,월,흐림,21.4,0.0,False,False,False,뉴욕 치즈 케이크,완제품,9,9,False,,정상
2025-10-20,월,흐림,21.4,0.0,False,False,False,카페 라테,판매음료,42,42,False,,정상
2025-10-20,월,흐림,21.4,0.0,False,False,False,아메리카노,판매음료,52,52,False,,정상
2025-10-20,월,흐림,21.4,0.0,False,False,False,카페 모카,판매음료,18,18,False,,정상
2025-10-20,월,흐림,21.4,0.0,False,False,False,그린 티 라테,판매음료,14,14,False,,정상
2025-10-21,화,비,16.1,15.8,True,False,False,치킨 토마토 치즈 샌드위치,완제품,17,17,False,,할인행사
2025-10-21,화,비,16.1,15.8,True,False,False,단호박 에그 샌드위치,완제품,12,12,False,,할인행사
2025-10-21,화,비,16.1,15.8,True,False,False,크루아상,완제품,23,23,False,,할인행사
2025-10-21,화,비,16.1,15.8,True,False,False,뉴욕 치즈 케이크,완제품,8,8,False,,할인행사
2025-10-21,화,비,16.1,15.8,True,False,False,카페 라테,판매음료,39,39,False,,할인행사
2025-10-21,화,비,16.1,15.8,True,False,False,아메리카노,판매음료,46,46,False,,할인행사
2025-10-21,화,비,16.1,15.8,True,False,False,카페 모카,판매음료,18,18,False,,할인행사
2025-10-21,화,비,16.1,15.8,True,False,False,그린 티 라테,판매음료,13,13,False,,할인행사
2025-10-22,수,비,20.7,4.8,True,False,False,치킨 토마토 치즈 샌드위치,완제품,16,16,False,,할인행사
2025-10-22,수,비,20.7,4.8,True,False,False,단호박 에그 샌드위치,완제품,11,11,False,,할인행사
2025-10-22,수,비,20.7,4.8,True,False,False,크루아상,완제품,21,21,False,,할인행사
2025-10-22,수,비,20.7,4.8,True,False,False,뉴욕 치즈 케이크,완제품,8,8,False,,할인행사
2025-10-22,수,비,20.7,4.8,True,False,False,카페 라테,판매음료,39,39,False,,할인행사
2025-10-22,수,비,20.7,4.8,True,False,False,아메리카노,판매음료,46,46,False,,할인행사
2025-10-22,수,비,20.7,4.8,True,False,False,카페 모카,판매음료,16,16,False,,할인행사
2025-10-22,수,비,20.7,4.8,True,False,False,그린 티 라테,판매음료,13,13,False,,할인행사
2025-10-23,목,흐림,14.1,0.0,False,False,False,치킨 토마토 치즈 샌드위치,완제품,18,18,False,,정상
2025-10-23,목,흐림,14.1,0.0,False,False,False,단호박 에그 샌드위치,완제품,12,12,False,,정상
2025-10-23,목,흐림,14.1,0.0,False,False,False,크루아상,완제품,24,24,False,,정상
2025-10-23,목,흐림,14.1,0.0,False,False,False,뉴욕 치즈 케이크,완제품,8,8,False,,정상
2025-10-23,목,흐림,14.1,0.0,False,False,False,카페 라테,판매음료,38,38,False,,정상
2025-10-23,목,흐림,14.1,0.0,False,False,False,아메리카노,판매음료,51,51,False,,정상
2025-10-23,목,흐림,14.1,0.0,False,False,False,카페 모카,판매음료,19,19,False,,정상
2025-10-23,목,흐림,14.1,0.0,False,False,False,그린 티 라테,판매음료,15,15,False,,정상
2025-10-24,금,맑음,14.3,0.0,False,False,False,치킨 토마토 치즈 샌드위치,완제품,18,18,False,,정상
2025-10-24,금,맑음,14.3,0.0,False,False,False,단호박 에그 샌드위치,완제품,15,15,False,,정상
2025-10-24,금,맑음,14.3,0.0,False,False,False,크루아상,완제품,25,25,False,,정상
2025-10-24,금,맑음,14.3,0.0,False,False,False,뉴욕 치즈 케이크,완제품,9,9,False,,정상
2025-10-24,금,맑음,14.3,0.0,False,False,False,카페 라테,판매음료,42,42,False,,정상
2025-10-24,금,맑음,14.3,0.0,False,False,False,아메리카노,판매음료,58,58,False,,정상
2025-10-24,금,맑음,14.3,0.0,False,False,False,카페 모카,판매음료,20,20,False,,정상
2025-10-24,금,맑음,14.3,0.0,False,False,False,그린 티 라테,판매음료,16,16,False,,정상
2025-10-25,토,맑음,13.3,0.0,False,False,False,치킨 토마토 치즈 샌드위치,완제품,25,25,False,,정상
2025-10-25,토,맑음,13.3,0.0,False,False,False,단호박 에그 샌드위치,완제품,17,17,False,,정상
2025-10-25,토,맑음,13.3,0.0,False,False,False,크루아상,완제품,33,30,True,18:00,정상
2025-10-25,토,맑음,13.3,0.0,False,False,False,뉴욕 치즈 케이크,완제품,12,12,False,,정상
2025-10-25,토,맑음,13.3,0.0,False,False,False,카페 라테,판매음료,61,61,False,,정상
2025-10-25,토,맑음,13.3,0.0,False,False,False,아메리카노,판매음료,67,67,False,,정상
2025-10-25,토,맑음,13.3,0.0,False,False,False,카페 모카,판매음료,26,26,False,,정상
2025-10-25,토,맑음,13.3,0.0,False,False,False,그린 티 라테,판매음료,19,19,False,,정상
2025-10-26,일,흐림,12.7,0.0,False,False,False,치킨 토마토 치즈 샌드위치,완제품,21,21,False,,정상
2025-10-26,일,흐림,12.7,0.0,False,False,False,단호박 에그 샌드위치,완제품,17,17,False,,정상
2025-10-26,일,흐림,12.7,0.0,False,False,False,크루아상,완제품,28,28,False,,정상
2025-10-26,일,흐림,12.7,0.0,False,False,False,뉴욕 치즈 케이크,완제품,11,10,True,16:00,정상
2025-10-26,일,흐림,12.7,0.0,False,False,False,카페 라테,판매음료,51,51,False,,정상
2025-10-26,일,흐림,12.7,0.0,False,False,False,아메리카노,판매음료,61,61,False,,정상
2025-10-26,일,흐림,12.7,0.0,False,False,False,카페 모카,판매음료,23,23,False,,정상
2025-10-26,일,흐림,12.7,0.0,False,False,False,그린 티 라테,판매음료,18,18,False,,정상
2025-10-27,월,맑음,11.9,0.0,False,False,False,치킨 토마토 치즈 샌드위치,완제품,18,18,False,,정상
2025-10-27,월,맑음,11.9,0.0,False,False,False,단호박 에그 샌드위치,완제품,14,14,False,,정상
2025-10-27,월,맑음,11.9,0.0,False,False,False,크루아상,완제품,24,24,False,,정상
2025-10-27,월,맑음,11.9,0.0,False,False,False,뉴욕 치즈 케이크,완제품,9,9,False,,정상
2025-10-27,월,맑음,11.9,0.0,False,False,False,카페 라테,판매음료,40,40,False,,정상
2025-10-27,월,맑음,11.9,0.0,False,False,False,아메리카노,판매음료,50,50,False,,정상
2025-10-27,월,맑음,11.9,0.0,False,False,False,카페 모카,판매음료,18,18,False,,정상
2025-10-27,월,맑음,11.9,0.0,False,False,False,그린 티 라테,판매음료,15,15,False,,정상
2025-10-28,화,맑음,11.0,0.0,False,False,False,치킨 토마토 치즈 샌드위치,완제품,17,17,False,,정상
2025-10-28,화,맑음,11.0,0.0,False,False,False,단호박 에그 샌드위치,완제품,14,14,False,,정상
2025-10-28,화,맑음,11.0,0.0,False,False,False,크루아상,완제품,24,24,False,,정상
2025-10-28,화,맑음,11.0,0.0,False,False,False,뉴욕 치즈 케이크,완제품,9,9,False,,정상
2025-10-28,화,맑음,11.0,0.0,False,False,False,카페 라테,판매음료,41,41,False,,정상
2025-10-28,화,맑음,11.0,0.0,False,False,False,아메리카노,판매음료,57,57,False,,정상
2025-10-28,화,맑음,11.0,0.0,False,False,False,카페 모카,판매음료,20,20,False,,정상
2025-10-28,화,맑음,11.0,0.0,False,False,False,그린 티 라테,판매음료,14,14,False,,정상
2025-10-29,수,맑음,19.5,0.0,False,False,False,치킨 토마토 치즈 샌드위치,완제품,18,18,False,,정상
2025-10-29,수,맑음,19.5,0.0,False,False,False,단호박 에그 샌드위치,완제품,13,13,False,,정상
2025-10-29,수,맑음,19.5,0.0,False,False,False,크루아상,완제품,23,23,False,,정상
2025-10-29,수,맑음,19.5,0.0,False,False,False,뉴욕 치즈 케이크,완제품,9,9,False,,정상
2025-10-29,수,맑음,19.5,0.0,False,False,False,카페 라테,판매음료,41,41,False,,정상
2025-10-29,수,맑음,19.5,0.0,False,False,False,아메리카노,판매음료,53,53,False,,정상
2025-10-29,수,맑음,19.5,0.0,False,False,False,카페 모카,판매음료,19,19,False,,정상
2025-10-29,수,맑음,19.5,0.0,False,False,False,그린 티 라테,판매음료,15,15,False,,정상
2025-10-30,목,맑음,16.9,0.0,False,False,False,치킨 토마토 치즈 샌드위치,완제품,17,17,False,,정상
2025-10-30,목,맑음,16.9,0.0,False,False,False,단호박 에그 샌드위치,완제품,13,13,False,,정상
2025-10-30,목,맑음,16.9,0.0,False,False,False,크루아상,완제품,24,24,False,,정상
2025-10-30,목,맑음,16.9,0.0,False,False,False,뉴욕 치즈 케이크,완제품,8,8,False,,정상
2025-10-30,목,맑음,16.9,0.0,False,False,False,카페 라테,판매음료,41,41,False,,정상
2025-10-30,목,맑음,16.9,0.0,False,False,False,아메리카노,판매음료,51,51,False,,정상
2025-10-30,목,맑음,16.9,0.0,False,False,False,카페 모카,판매음료,18,18,False,,정상
2025-10-30,목,맑음,16.9,0.0,False,False,False,그린 티 라테,판매음료,15,15,False,,정상
2025-10-31,금,맑음,18.3,0.0,False,False,False,치킨 토마토 치즈 샌드위치,완제품,19,19,False,,정상
2025-10-31,금,맑음,18.3,0.0,False,False,False,단호박 에그 샌드위치,완제품,14,14,False,,정상
